聅凝菌戈 - 独(2103)(O1GC&)
ら戳,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,ゼキ秖,
20130909,1389.80,1389.80,1386.50,1386.80,44,151,
20130910,1377.50,1377.50,1357.60,1364.10,21,105,
20130911,1365.80,1365.80,1356.70,1363.90,55,93,
20130912,1360.00,1360.00,1322.40,1330.40,119,93,
20130913,1322.90,1323.00,1305.30,1308.40,38,139,
20130916,1328.40,1329.60,1310.80,1317.90,107,139,
20130917,1313.00,1313.10,1309.50,1309.50,24,136,
20130918,1292.10,1347.70,1292.10,1307.80,28,129,
20130919,1362.90,1373.00,1362.90,1369.40,33,139,
20130920,1347.50,1347.50,1330.70,1332.50,2,84,
20130923,1327.10,1327.80,1317.60,1326.90,78,84,
20130924,1321.20,1324.90,1309.40,1316.00,56,94,
20130925,1322.70,1335.90,1322.70,1335.90,51,61,
20130926,1335.20,1338.30,1323.60,1323.60,4,62,
20130927,1321.50,1343.80,1319.70,1338.40,2968,4254,
20130930,1345.80,1350.90,1322.00,1326.50,594,4247,
20131001,1328.00,1334.00,1284.50,1286.00,815,2125,
20131002,1288.50,1321.00,1280.00,1320.60,152,2233,
20131003,1312.00,1319.50,1302.50,1317.40,217,2153,
20131004,1316.20,1318.10,1305.70,1309.70,38,458,
20131007,1313.80,1325.40,1311.80,1324.80,84,458,
20131008,1326.50,1330.00,1321.20,1324.20,57,392,
20131009,1317.60,1319.00,1295.30,1306.90,140,328,
20131010,1303.40,1310.80,1285.00,1296.60,89,327,
20131011,1286.90,1291.60,1263.80,1268.00,210,225,
20131014,1275.80,1285.80,1273.90,1276.40,61,225,
20131015,1270.50,1283.60,1254.10,1273.00,197,164,
20131016,1282.80,1284.00,1269.20,1282.00,86,278,
20131017,1307.00,1322.70,1307.00,1322.70,72,286,
20131018,1318.80,1326.00,1312.60,1314.40,65,236,
20131021,1316.80,1317.70,1315.70,1315.70,22,236,
20131022,1313.90,1342.60,1313.90,1342.50,55,185,
